ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
41,14,5.22094,0.581888,0.581888,5.07061,0.563615,0.563615,5.01325,0.570371,0.570371,5.22094,0.572572,0.572572,0,All,#4682B4,0
41,17,7.43817,0.897256,0.897256,7.17891,1.00527,1.00527,7.08041,1.01963,1.01963,7.43817,0.927028,0.927028,0,All,#4682B4,0
41,18,8.36956,0.842799,0.842799,8.061,0.946839,0.946839,7.94394,0.961186,0.961186,8.36956,0.866831,0.866831,0,All,#4682B4,0
41,19,9.41765,1.03131,1.03131,9.05157,1.0391,1.0391,8.91289,1.05568,1.05568,9.41765,1.0835,1.0835,0,All,#4682B4,0
42,11,3.66351,0.682343,0.682343,3.69024,0.752681,0.752681,3.71423,0.747644,0.747644,3.66351,0.681483,0.681483,0,All,#4682B4,0
42,12,4.12295,0.561481,0.561481,4.15577,0.614231,0.614231,4.18526,0.609714,0.609714,4.12295,0.562092,0.562092,0,All,#4682B4,0
42,13,4.63991,0.817069,0.817069,4.67994,0.912329,0.912329,4.71592,0.905162,0.905162,4.63991,0.787751,0.787751,0,All,#4682B4,0
42,14,5.22094,0.805198,0.805198,5.26946,0.732837,0.732837,5.31311,0.726596,0.726596,5.22094,0.866145,0.866145,0,All,#4682B4,0
42,17,7.43817,1.10522,1.10522,7.52219,1.03226,1.03226,7.59792,1.0217,1.0217,7.43817,1.10211,1.10211,0,All,#4682B4,0
42,18,8.36956,1.4282,1.4282,8.4697,1.59186,1.59186,8.56002,1.57478,1.57478,8.36956,1.51632,1.51632,0,All,#4682B4,0
42,19,9.41765,1.0251,1.0251,9.53661,1.10965,1.10965,9.64398,1.097,1.097,9.41765,1.03861,1.03861,0,All,#4682B4,0
43,11,3.66351,-0.0681156,-0.0681156,3.69379,-0.0268598,-0.0268598,3.62692,-0.0268598,-0.0268598,3.66351,-0.0229174,-0.0229174,0,All,#4682B4,0
43,12,4.12295,0.258729,0.258729,4.16014,0.304228,0.304228,4.07805,0.310893,0.310893,4.12295,0.225686,0.225686,0,All,#4682B4,0
43,13,4.63991,0.901259,0.901259,4.68527,0.927369,0.927369,4.58518,0.948199,0.948199,4.63991,0.844514,0.844514,0,All,#4682B4,0
43,14,5.22094,0.784021,0.784021,5.27592,0.641846,0.641846,5.15465,0.657579,0.657579,5.22094,0.791739,0.791739,0,All,#4682B4,0
43,17,7.43817,0.74861,0.74861,7.5334,0.733148,0.733148,7.32364,0.754916,0.754916,7.43817,0.765623,0.765623,0,All,#4682B4,0
43,18,8.36956,1.04081,1.04081,8.48307,1.0891,1.0891,8.23318,1.12297,1.12297,8.36956,0.995293,0.995293,0,All,#4682B4,0
43,19,9.41765,1.21671,1.21671,9.5525,1.42021,1.42021,9.25575,1.46661,1.46661,9.41765,1.29991,1.29991,0,All,#4682B4,0
44,11,3.66351,0.974516,0.974516,3.82532,0.973156,0.973156,3.85901,0.964424,0.964424,3.66351,0.945787,0.945787,0,All,#4682B4,0
44,12,4.12295,0.982505,0.982505,4.322,0.892167,0.892167,4.36355,0.883416,0.883416,4.12295,0.999841,0.999841,0,All,#4682B4,0
44,13,4.63991,1.07202,1.07202,4.88306,1.08614,1.08614,4.93393,1.07466,1.07466,4.63991,1.04228,1.04228,0,All,#4682B4,0
44,14,5.22094,1.08552,1.08552,5.51617,0.895043,0.895043,5.57809,0.884809,0.884809,5.22094,1.14194,1.14194,0,All,#4682B4,0
44,17,7.43817,1.28785,1.28785,7.95198,1.10104,1.10104,8.06049,1.08586,1.08586,7.43817,1.31603,1.31603,0,All,#4682B4,0
44,18,8.36956,1.58611,1.58611,8.98295,1.59449,1.59449,9.11281,1.57138,1.57138,8.36956,1.56208,1.56208,0,All,#4682B4,0
44,19,9.41765,1.43859,1.43859,10.1476,1.41092,1.41092,10.3025,1.38931,1.38931,9.41765,1.39315,1.39315,0,All,#4682B4,0
45,11,3.66351,0.55996,0.55996,3.56278,0.53261,0.53261,3.51237,0.54064,0.54064,3.66351,0.553879,0.553879,0,All,#4682B4,0
45,12,4.12295,0.47755,0.47755,3.99944,0.441642,0.441642,3.93774,0.448982,0.448982,4.12295,0.428847,0.428847,0,All,#4682B4,0
45,13,4.63991,0.539178,0.539178,4.4895,0.586139,0.586139,4.41452,0.596552,0.596552,4.63991,0.561227,0.561227,0,All,#4682B4,0
45,14,5.22094,0.546889,0.546889,5.03891,0.704217,0.704217,4.94833,0.717598,0.717598,5.22094,0.566812,0.566812,0,All,#4682B4,0
45,17,7.43817,0.704048,0.704048,7.12444,0.714719,0.714719,6.96923,0.731234,0.731234,7.43817,0.673771,0.673771,0,All,#4682B4,0
45,18,8.36956,0.825954,0.825954,7.99626,0.834703,0.834703,7.81194,0.855032,0.855032,8.36956,0.817394,0.817394,0,All,#4682B4,0
45,19,9.41765,0.968377,0.968377,8.97485,1.01753,1.01753,8.75663,1.04356,1.04356,9.41765,0.980919,0.980919,0,All,#4682B4,0
46,11,3.66351,0.269538,0.269538,3.53712,0.326171,0.326171,3.48593,0.331355,0.331355,3.66351,0.237268,0.237268,0,All,#4682B4,0
46,12,4.12295,0.367293,0.367293,3.96803,0.421591,0.421591,3.90542,0.428779,0.428779,4.12295,0.359691,0.359691,0,All,#4682B4,0
46,13,4.63991,0.531798,0.531798,4.45131,0.565813,0.565813,4.37528,0.576113,0.576113,4.63991,0.519502,0.519502,0,All,#4682B4,0
46,14,5.22094,0.307289,0.307289,4.99277,0.308729,0.308729,4.90099,0.315014,0.315014,5.22094,0.315073,0.315073,0,All,#4682B4,0
46,17,7.43817,0.767653,0.767653,7.0453,0.746877,0.746877,6.88834,0.764507,0.764507,7.43817,0.748466,0.748466,0,All,#4682B4,0
46,18,8.36956,0.645463,0.645463,7.90224,0.859604,0.859604,7.71597,0.881004,0.881004,8.36956,0.673899,0.673899,0,All,#4682B4,0
46,19,9.41765,0.890806,0.890806,8.86351,0.992471,0.992471,8.64312,1.01846,1.01846,9.41765,0.936066,0.936066,0,All,#4682B4,0
47,11,3.66351,0.293293,0.293293,3.44435,0.296767,0.296767,3.42301,0.298784,0.298784,3.66351,0.362198,0.362198,0,All,#4682B4,0
47,12,4.12295,0.54324,0.54324,3.85463,0.506208,0.506208,3.82859,0.509833,0.509833,4.12295,0.53109,0.53109,0,All,#4682B4,0
47,13,4.63991,0.430479,0.430479,4.31365,0.472646,0.472646,4.28209,0.476328,0.476328,4.63991,0.428018,0.428018,0,All,#4682B4,0
47,14,5.22094,0.200032,0.200032,4.8267,0.370192,0.370192,4.78868,0.373345,0.373345,5.22094,0.165999,0.165999,0,All,#4682B4,0
47,17,7.43817,0.580895,0.580895,6.76175,0.664601,0.664601,6.69713,0.671274,0.671274,7.43817,0.655158,0.655158,0,All,#4682B4,0
47,18,8.36956,0.681041,0.681041,7.56592,0.748874,0.748874,7.48939,0.756802,0.756802,8.36956,0.70039,0.70039,0,All,#4682B4,0
47,19,9.41765,0.555443,0.555443,8.4658,0.576946,0.576946,8.37542,0.583461,0.583461,9.41765,0.554148,0.554148,0,All,#4682B4,0
48,11,3.66351,0.46821,0.46821,3.80312,0.480022,0.480022,3.76875,0.484644,0.484644,3.66351,0.45223,0.45223,0,All,#4682B4,0
48,12,4.12295,1.16352,1.16352,4.29465,1.24094,1.24094,4.25233,1.25356,1.25356,4.12295,1.1584,1.1584,0,All,#4682B4,0
48,13,4.63991,0.453155,0.453155,4.84959,0.464412,0.464412,4.79785,0.46971,0.46971,4.63991,0.456264,0.456264,0,All,#4682B4,0
48,14,5.22094,1.23826,1.23826,5.47547,1.17655,1.17655,5.41257,1.19054,1.19054,5.22094,1.21769,1.21769,0,All,#4682B4,0
48,17,7.43817,1.19569,1.19569,7.88078,1.20649,1.20649,7.77099,1.22392,1.22392,7.43817,1.22056,1.22056,0,All,#4682B4,0
48,18,8.36956,1.25714,1.25714,8.89781,1.25295,1.25295,8.76661,1.2721,1.2721,8.36956,1.24937,1.24937,0,All,#4682B4,0
48,19,9.41765,1.22245,1.22245,10.0461,1.19516,1.19516,9.8898,1.21448,1.21448,9.41765,1.13438,1.13438,0,All,#4682B4,0
49,11,3.66351,0.0742707,0.0742707,3.59168,0.128914,0.128914,3.59514,0.128764,0.128764,3.66351,0.126986,0.126986,0,All,#4682B4,0
49,12,4.12295,0.457012,0.457012,4.03484,0.469351,0.469351,4.03908,0.46883,0.46883,4.12295,0.500922,0.500922,0,All,#4682B4,0
49,13,4.63991,0.634789,0.634789,4.53257,0.61741,0.61741,4.53773,0.616677,0.616677,4.63991,0.655188,0.655188,0,All,#4682B4,0
49,14,5.22094,0.797181,0.797181,5.09099,0.80748,0.80748,5.09723,0.806459,0.806459,5.22094,0.809768,0.809768,0,All,#4682B4,0
49,17,7.43817,0.78799,0.78799,7.21396,0.828423,0.828423,7.2247,0.827152,0.827152,7.43817,0.849996,0.849996,0,All,#4682B4,0
49,18,8.36956,0.99325,0.99325,8.10267,1.01857,1.01857,8.11545,1.01693,1.01693,8.36956,1.05195,1.05195,0,All,#4682B4,0
49,19,9.41765,1.37395,1.37395,9.10097,1.38903,1.38903,9.11611,1.38668,1.38668,9.41765,1.33892,1.33892,0,All,#4682B4,0
50,11,3.66351,0.905102,0.905102,3.77332,0.918814,0.918814,3.75366,0.923766,0.923766,3.66351,0.850116,0.850116,0,All,#4682B4,0
50,12,4.12295,0.640208,0.640208,4.25795,0.618654,0.618654,4.23376,0.622343,0.622343,4.12295,0.636616,0.636616,0,All,#4682B4,0
50,13,4.63991,1.01253,1.01253,4.80472,0.943729,0.943729,4.77515,0.949739,0.949739,4.63991,1.0623,1.0623,0,All,#4682B4,0
50,14,5.22094,0.787464,0.787464,5.42092,0.761754,0.761754,5.385,0.767014,0.767014,5.22094,0.812248,0.812248,0,All,#4682B4,0
50,17,7.43817,1.11518,1.11518,7.78555,1.13933,1.13933,7.72295,1.14878,1.14878,7.43817,1.104,1.104,0,All,#4682B4,0
50,18,8.36956,1.17043,1.17043,8.784,1.09053,1.09053,8.70924,1.10012,1.10012,8.36956,1.10801,1.10801,0,All,#4682B4,0
50,19,9.41765,1.50706,1.50706,9.91051,1.52538,1.52538,9.8215,1.53944,1.53944,9.41765,1.57488,1.57488,0,All,#4682B4,0
51,12,4.12224,0.748714,0.748714,4.11978,0.716666,0.716666,4.03764,0.731793,0.731793,4.12224,0.701782,0.701782,0,All,#4682B4,0
51,14,5.2209,0.512544,0.512544,5.21726,0.524989,0.524989,5.0961,0.53811,0.53811,5.2209,0.536297,0.536297,0,All,#4682B4,0
51,16,6.6103,0.896807,0.896807,6.60504,0.953771,0.953771,6.43002,0.980462,0.980462,6.6103,0.833012,0.833012,0,All,#4682B4,0
51,19,9.41756,0.651763,0.651763,9.40866,0.674466,0.674466,9.11335,0.697191,0.697191,9.41756,0.65813,0.65813,0,All,#4682B4,0
51,21,11.9237,1.06368,1.06368,11.9112,1.28128,1.28128,11.4987,1.32821,1.32821,11.9237,1.13066,1.13066,0,All,#4682B4,0
51,23,15.0968,0.955227,0.955227,15.0795,0.967356,0.967356,14.5085,1.00648,1.00648,15.0968,0.908696,0.908696,0,All,#4682B4,0
51,26,21.508,1.05573,1.05573,21.4802,1.11274,1.11274,20.5631,1.16356,1.16356,21.508,1.15633,1.15633,0,All,#4682B4,0
51,28,27.2324,0.774243,0.774243,27.1945,0.929341,0.929341,25.946,0.975351,0.975351,27.2324,0.856038,0.856038,0,All,#4682B4,0
51,30,34.4792,0.857565,0.857565,34.4278,0.991459,0.991459,32.7371,1.04405,1.04405,34.4792,0.965398,0.965398,0,All,#4682B4,0
51,33,49.1216,0.578532,0.578532,49.041,0.754124,0.754124,46.3985,0.798603,0.798603,49.1216,0.752645,0.752645,0,All,#4682B4,0
51,34,55.2733,0.615615,0.615615,55.1798,0.729433,0.729433,52.1192,0.773846,0.773846,55.2733,0.667801,0.667801,0,All,#4682B4,0
52,12,4.12224,0.909353,0.909353,4.34054,0.867332,0.867332,4.26136,0.883947,0.883947,4.12224,0.925982,0.925982,0,All,#4682B4,0
52,14,5.2209,0.759058,0.759058,5.54486,0.682195,0.682195,5.42703,0.697589,0.697589,5.2209,0.740002,0.740002,0,All,#4682B4,0
52,16,6.6103,1.16995,1.16995,7.08111,1.07789,1.07789,6.90941,1.10535,1.10535,6.6103,1.11999,1.11999,0,All,#4682B4,0
52,19,9.41756,1.09395,1.09395,10.2193,1.05177,1.05177,9.92572,1.08368,1.08368,9.41756,1.17993,1.17993,0,All,#4682B4,0
52,21,11.9237,1.11675,1.11675,13.0505,0.996269,0.996269,12.6368,1.02977,1.02977,11.9237,1.10678,1.10678,0,All,#4682B4,0
52,23,15.0968,1.18812,1.18812,16.6661,1.13181,1.13181,16.0883,1.17342,1.17342,15.0968,1.19079,1.19079,0,All,#4682B4,0
52,26,21.508,1.1276,1.1276,24.0521,1.04771,1.04771,23.1116,1.09144,1.09144,21.508,1.19959,1.19959,0,All,#4682B4,0
52,28,27.2324,1.20952,1.20952,30.7164,1.13474,1.13474,29.4251,1.18572,1.18572,27.2324,1.26949,1.26949,0,All,#4682B4,0
52,30,34.4792,1.1521,1.1521,39.2269,1.05791,1.05791,37.4624,1.109,1.109,34.4792,1.24442,1.24442,0,All,#4682B4,0
52,33,49.1216,0.964996,0.964996,56.6111,0.962244,0.962244,53.8164,1.01361,1.01361,49.1216,1.11598,1.11598,0,All,#4682B4,0
52,34,55.2733,0.848408,0.848408,63.9734,0.78517,0.78517,60.7225,0.828644,0.828644,55.2733,0.895086,0.895086,0,All,#4682B4,0
53,12,4.12224,1.25616,1.25616,4.75525,1.06597,1.06597,4.66808,1.08637,1.08637,4.12224,1.26305,1.26305,0,All,#4682B4,0
53,14,5.2209,1.9477,1.9477,6.1677,1.74525,1.74525,6.036,1.78391,1.78391,5.2209,2.02663,2.02663,0,All,#4682B4,0
53,16,6.6103,1.6916,1.6916,7.99726,1.4132,1.4132,7.80239,1.44917,1.44917,6.6103,1.76121,1.76121,0,All,#4682B4,0
53,19,9.41756,1.65079,1.65079,11.8078,1.5268,1.5268,11.4669,1.57298,1.57298,9.41756,1.71372,1.71372,0,All,#4682B4,0
53,21,11.9237,1.65871,1.65871,15.31,1.4003,1.4003,14.8223,1.44727,1.44727,11.9237,1.49119,1.49119,0,All,#4682B4,0
53,23,15.0968,1.60462,1.60462,19.8513,1.22852,1.22852,19.1596,1.27384,1.27384,15.0968,1.71989,1.71989,0,All,#4682B4,0
53,26,21.508,1.37026,1.37026,29.3101,1.08317,1.08317,28.1583,1.12857,1.12857,21.508,1.412,1.412,0,All,#4682B4,0
53,28,27.2324,1.12425,1.12425,38.004,0.953845,0.953845,36.3983,0.997108,0.997108,27.2324,1.14593,1.14593,0,All,#4682B4,0
53,30,34.4792,1.1585,1.1585,49.2771,0.85492,0.85492,47.0501,0.896656,0.896656,34.4792,1.14612,1.14612,0,All,#4682B4,0
53,33,49.1216,0.910508,0.910508,72.7555,0.716633,0.716633,69.1467,0.755436,0.755436,49.1216,1.00524,1.00524,0,All,#4682B4,0
53,34,55.2733,0.869532,0.869532,82.8475,0.689021,0.689021,78.6163,0.727551,0.727551,55.2733,1.09395,1.09395,0,All,#4682B4,0
54,12,4.12224,1.44792,1.44792,4.7341,1.26014,1.26014,4.71355,1.26575,1.26575,4.12224,1.47471,1.47471,0,All,#4682B4,0
54,14,5.2209,1.68977,1.68977,6.1357,1.39995,1.39995,6.10465,1.4072,1.4072,5.2209,1.71289,1.71289,0,All,#4682B4,0
54,16,6.6103,1.73645,1.73645,7.94985,1.58411,1.58411,7.90389,1.59348,1.59348,6.6103,1.70643,1.70643,0,All,#4682B4,0
54,19,9.41756,1.91582,1.91582,11.7247,1.5731,1.5731,11.6442,1.58415,1.58415,9.41756,1.74567,1.74567,0,All,#4682B4,0
54,21,11.9237,1.89486,1.89486,15.191,1.58852,1.58852,15.0759,1.60085,1.60085,11.9237,1.73053,1.73053,0,All,#4682B4,0
54,23,15.0968,1.65005,1.65005,19.6823,1.30562,1.30562,19.519,1.31677,1.31677,15.0968,1.66691,1.66691,0,All,#4682B4,0
54,26,21.508,1.12766,1.12766,29.0283,0.960427,0.960427,28.756,0.969774,0.969774,21.508,1.28311,1.28311,0,All,#4682B4,0
54,28,27.2324,1.4916,1.4916,37.6106,1.08551,1.08551,37.2309,1.09685,1.09685,27.2324,1.5641,1.5641,0,All,#4682B4,0
54,30,34.4792,0.933167,0.933167,48.7309,0.796666,0.796666,48.2041,0.805666,0.805666,34.4792,1.00889,1.00889,0,All,#4682B4,0
54,33,49.1216,1.03114,1.03114,71.8689,0.757629,0.757629,71.0146,0.767066,0.767066,49.1216,1.17737,1.17737,0,All,#4682B4,0
54,34,55.2733,0.971052,0.971052,81.8074,0.809667,0.809667,80.8056,0.820038,0.820038,55.2733,1.11856,1.11856,0,All,#4682B4,0
55,12,4.12224,0.723271,0.723271,3.71138,0.841112,0.841112,3.66576,0.851915,0.851915,4.12224,0.752932,0.752932,0,All,#4682B4,0
55,14,5.2209,0.768702,0.768702,4.61895,0.785538,0.785538,4.55276,0.797349,0.797349,5.2209,0.796734,0.796734,0,All,#4682B4,0
55,16,6.6103,0.753571,0.753571,5.74677,0.875367,0.875367,5.65276,0.890371,0.890371,6.6103,0.747553,0.747553,0,All,#4682B4,0
55,19,9.41756,0.180921,0.180921,7.97521,0.308205,0.308205,7.82053,0.314832,0.314832,9.41756,0.204084,0.204084,0,All,#4682B4,0
55,21,11.9237,0.527398,0.527398,9.9224,0.689512,0.689512,9.70992,0.705188,0.705188,11.9237,0.575684,0.575684,0,All,#4682B4,0
55,23,15.0968,0.508671,0.508671,12.345,0.613576,0.613576,12.0557,0.628942,0.628942,15.0968,0.565537,0.565537,0,All,#4682B4,0
55,26,21.508,0.540827,0.540827,17.132,0.68942,0.68942,16.6789,0.708879,0.708879,21.508,0.554789,0.554789,0,All,#4682B4,0
55,28,27.2324,0.559391,0.559391,21.3148,0.738685,0.738685,20.7083,0.761106,0.761106,27.2324,0.613039,0.613039,0,All,#4682B4,0
55,30,34.4792,0.552335,0.552335,26.5193,0.72517,0.72517,25.7118,0.748788,0.748788,34.4792,0.585157,0.585157,0,All,#4682B4,0
55,33,49.1216,0.426863,0.426863,36.8026,0.669024,0.669024,35.5718,0.693102,0.693102,49.1216,0.536388,0.536388,0,All,#4682B4,0
55,34,55.2733,0.535689,0.535689,41.0498,0.784802,0.784802,39.6359,0.813756,0.813756,55.2733,0.588965,0.588965,0,All,#4682B4,0
56,12,4.12224,1.17205,1.17205,4.42262,1.08283,1.08283,4.44328,1.07767,1.07767,4.12224,1.17642,1.17642,0,All,#4682B4,0
56,14,5.2209,0.941134,0.941134,5.66738,0.891351,0.891351,5.69826,0.886374,0.886374,5.2209,0.965292,0.965292,0,All,#4682B4,0
56,16,6.6103,1.43255,1.43255,7.26022,1.42943,1.42943,7.30545,1.42042,1.42042,6.6103,1.47291,1.47291,0,All,#4682B4,0
56,19,9.41756,1.44535,1.44535,10.527,1.36522,1.36522,10.6049,1.35499,1.35499,9.41756,1.41936,1.41936,0,All,#4682B4,0
56,21,11.9237,1.48451,1.48451,13.4854,1.35099,1.35099,13.5958,1.3398,1.3398,11.9237,1.50601,1.50601,0,All,#4682B4,0
56,23,15.0968,1.41658,1.41658,17.2754,1.41899,1.41899,17.4303,1.40614,1.40614,15.0968,1.46981,1.46981,0,All,#4682B4,0
56,26,21.508,1.23986,1.23986,25.0484,1.11383,1.11383,25.3025,1.10238,1.10238,21.508,1.28828,1.28828,0,All,#4682B4,0
56,28,27.2324,1.27267,1.27267,32.0886,1.11922,1.11922,32.4393,1.10684,1.10684,27.2324,1.39584,1.39584,0,All,#4682B4,0
56,30,34.4792,1.1032,1.1032,41.1078,0.980844,0.980844,41.5893,0.969178,0.969178,34.4792,1.19378,1.19378,0,All,#4682B4,0
56,33,49.1216,0.934601,0.934601,59.6038,0.837975,0.837975,60.3721,0.826968,0.826968,49.1216,0.959702,0.959702,0,All,#4682B4,0
56,34,55.2733,0.656629,0.656629,67.4605,0.703651,0.703651,68.3567,0.694074,0.694074,55.2733,0.736712,0.736712,0,All,#4682B4,0
57,12,4.12224,0.969359,0.969359,4.20774,0.900344,0.900344,4.18477,0.905432,0.905432,4.12224,0.993453,0.993453,0,All,#4682B4,0
57,14,5.2209,0.814904,0.814904,5.34744,0.786746,0.786746,5.3134,0.791958,0.791958,5.2209,0.810917,0.810917,0,All,#4682B4,0
57,16,6.6103,0.557836,0.557836,6.79372,0.655788,0.655788,6.74432,0.660788,0.660788,6.6103,0.504618,0.504618,0,All,#4682B4,0
57,19,9.41756,0.548676,0.548676,9.72868,0.65646,0.65646,9.64473,0.662408,0.662408,9.41756,0.559395,0.559395,0,All,#4682B4,0
57,21,11.9237,1.26696,1.26696,12.3598,1.30203,1.30203,12.242,1.31482,1.31482,11.9237,1.33005,1.33005,0,All,#4682B4,0
57,23,15.0968,1.14147,1.14147,15.7025,1.14009,1.14009,15.5387,1.15239,1.15239,15.0968,1.17608,1.17608,0,All,#4682B4,0
57,26,21.508,1.05511,1.05511,22.4861,1.22395,1.22395,22.2211,1.23887,1.23887,21.508,1.12742,1.12742,0,All,#4682B4,0
57,28,27.2324,0.943934,0.943934,28.5684,1.1716,1.1716,28.2059,1.187,1.187,27.2324,1.07822,1.07822,0,All,#4682B4,0
57,30,34.4792,1.0291,1.0291,36.2949,1.10325,1.10325,35.8016,1.11882,1.11882,34.4792,1.16653,1.16653,0,All,#4682B4,0
57,33,49.1216,0.815923,0.815923,51.9744,0.85737,0.85737,51.1979,0.870781,0.870781,49.1216,0.899786,0.899786,0,All,#4682B4,0
57,34,55.2733,0.684574,0.684574,58.5828,0.740146,0.740146,57.6815,0.752131,0.752131,55.2733,0.822211,0.822211,0,All,#4682B4,0
58,12,4.12224,0.807062,0.807062,4.49225,0.801748,0.801748,4.46796,0.806253,0.806253,4.12224,0.854505,0.854505,0,All,#4682B4,0
58,14,5.2209,1.01861,1.01861,5.7716,0.953377,0.953377,5.73521,0.959598,0.959598,5.2209,1.0435,1.0435,0,All,#4682B4,0
58,16,6.6103,1.3344,1.3344,7.41302,1.22312,1.22312,7.35961,1.23219,1.23219,6.6103,1.38082,1.38082,0,All,#4682B4,0
58,19,9.41756,1.07149,1.07149,10.7906,1.02392,1.02392,10.6983,1.03298,1.03298,9.41756,1.07129,1.07129,0,All,#4682B4,0
58,21,11.9237,1.65624,1.65624,13.8591,1.51387,1.51387,13.7282,1.52856,1.52856,11.9237,1.74756,1.74756,0,All,#4682B4,0
58,23,15.0968,1.32879,1.32879,17.8004,1.14196,1.14196,17.6163,1.15417,1.15417,15.0968,1.36741,1.36741,0,All,#4682B4,0
58,26,21.508,1.37703,1.37703,25.9107,1.17105,1.17105,25.6081,1.1852,1.1852,21.508,1.34731,1.34731,0,All,#4682B4,0
58,28,27.2324,1.53637,1.53637,33.2796,1.33111,1.33111,32.8612,1.3484,1.3484,27.2324,1.61964,1.61964,0,All,#4682B4,0
58,30,34.4792,1.29778,1.29778,42.7447,1.14646,1.14646,42.1692,1.16247,1.16247,34.4792,1.36357,1.36357,0,All,#4682B4,0
58,33,49.1216,0.963951,0.963951,62.2195,0.912527,0.912527,61.2987,0.926637,0.926637,49.1216,1.10025,1.10025,0,All,#4682B4,0
58,34,55.2733,0.560225,0.560225,70.5131,0.561328,0.561328,69.438,0.570435,0.570435,55.2733,0.669989,0.669989,0,All,#4682B4,0
59,12,4.12224,0.927762,0.927762,4.43519,0.855528,0.855528,4.39432,0.863735,0.863735,4.12224,0.950873,0.950873,0,All,#4682B4,0
59,14,5.2209,0.810637,0.810637,5.68617,0.777457,0.777457,5.62509,0.786191,0.786191,5.2209,0.808814,0.808814,0,All,#4682B4,0
59,16,6.6103,1.33974,1.33974,7.28774,1.28104,1.28104,7.19834,1.29728,1.29728,6.6103,1.27712,1.27712,0,All,#4682B4,0
59,19,9.41756,1.62054,1.62054,10.5744,1.3865,1.3865,10.4205,1.40737,1.40737,9.41756,1.69744,1.69744,0,All,#4682B4,0
59,21,11.9237,1.25668,1.25668,13.5526,1.17915,1.17915,13.3348,1.19885,1.19885,11.9237,1.27644,1.27644,0,All,#4682B4,0
59,23,15.0968,1.21012,1.21012,17.3696,1.17375,1.17375,17.0641,1.19524,1.19524,15.0968,1.21817,1.21817,0,All,#4682B4,0
59,26,21.508,0.997589,0.997589,25.2029,0.939,0.939,24.7024,0.958568,0.958568,21.508,1.0204,1.0204,0,All,#4682B4,0
59,28,27.2324,1.02756,1.02756,32.3018,1.00205,1.00205,31.6116,1.02451,1.02451,27.2324,1.12692,1.12692,0,All,#4682B4,0
59,30,34.4792,1.23703,1.23703,41.4004,1.10256,1.10256,40.4533,1.129,1.129,34.4792,1.22579,1.22579,0,All,#4682B4,0
59,33,49.1216,1.08766,1.08766,60.0707,0.962831,0.962831,58.5609,0.988347,0.988347,49.1216,1.14101,1.14101,0,All,#4682B4,0
59,34,55.2733,0.957003,0.957003,68.005,0.930878,0.930878,66.2446,0.956329,0.956329,55.2733,1.14377,1.14377,0,All,#4682B4,0
60,13,4.63851,0.816653,0.816653,4.75986,0.850065,0.850065,4.75677,0.850633,0.850633,4.63851,0.827797,0.827797,0,All,#4682B4,0
60,15,5.87476,1.29856,1.29856,6.05245,1.29898,1.29898,6.04792,1.29997,1.29997,5.87476,1.24009,1.24009,0,All,#4682B4,0
60,18,8.36963,1.24419,1.24419,8.67431,1.29612,1.29612,8.66653,1.2973,1.2973,8.36963,1.19223,1.19223,0,All,#4682B4,0
60,20,10.597,1.42165,1.42165,11.0265,1.47622,1.47622,11.0155,1.47772,1.47772,10.597,1.48927,1.48927,0,All,#4682B4,0
60,22,13.417,1.35494,1.35494,14.0164,1.4059,1.4059,14.001,1.40747,1.40747,13.417,1.40136,1.40136,0,All,#4682B4,0
60,25,19.1147,0.761126,0.761126,20.088,0.939294,0.939294,20.0629,0.9405,0.9405,19.1147,0.857696,0.857696,0,All,#4682B4,0
60,27,24.2017,0.754753,0.754753,25.5351,0.842886,0.842886,25.5007,0.844059,0.844059,24.2017,0.857561,0.857561,0,All,#4682B4,0
60,29,30.6429,0.902417,0.902417,32.46,0.900529,0.900529,32.4131,0.901871,0.901871,30.6429,1.03701,1.03701,0,All,#4682B4,0
60,32,43.6562,0.736487,0.736487,46.5212,0.716273,0.716273,46.447,0.71746,0.71746,43.6562,0.793351,0.793351,0,All,#4682B4,0
60,34,55.2735,0.660872,0.660872,59.1359,0.652953,0.652953,59.0357,0.654107,0.654107,55.2735,0.773479,0.773479,0,All,#4682B4,0
61,13,4.63851,0.992878,0.992878,4.73354,1.07497,1.07497,4.66976,1.09002,1.09002,4.63851,1.05096,1.05096,0,All,#4682B4,0
61,15,5.87476,1.12932,1.12932,6.01386,1.22542,1.22542,5.92045,1.24518,1.24518,5.87476,1.16327,1.16327,0,All,#4682B4,0
61,18,8.36963,1.16306,1.16306,8.60798,1.20458,1.20458,8.44781,1.22793,1.22793,8.36963,1.17235,1.17235,0,All,#4682B4,0
61,20,10.597,1.0332,1.0332,10.9329,1.18308,1.18308,10.707,1.20859,1.20859,10.597,1.08934,1.08934,0,All,#4682B4,0
61,22,13.417,1.04782,1.04782,13.8855,1.09028,1.09028,13.5703,1.11623,1.11623,13.417,1.07443,1.07443,0,All,#4682B4,0
61,25,19.1147,1.01104,1.01104,19.8749,1.10089,1.10089,19.3631,1.13069,1.13069,19.1147,1.08237,1.08237,0,All,#4682B4,0
61,27,24.2017,0.91548,0.91548,25.2428,0.989732,0.989732,24.5415,1.01878,1.01878,24.2017,0.92899,0.92899,0,All,#4682B4,0
